"","sample","percentage","reads","children_reads","rank","taxid","name","date"
"1650","eICh24_13",0.04,3,0,"O",1643946,"Kosmotogales",Oct 2023
"1651","eICh24_13",0.38,26,1,"O",203491,"Fusobacteriales",Oct 2023
"1652","eICh24_13",0.23,16,1,"O",32069,"Aquificales",Oct 2023
"1653","eICh24_13",0.03,2,0,"O",1485951,"Desulfurobacteriales",Oct 2023
"1654","eICh24_13",0.17,12,1,"O",189778,"Nitrospirales",Oct 2023
"1655","eICh24_13",0.12,8,0,"O",204433,"Acidobacteriales",Oct 2023
"1656","eICh24_13",0.03,2,1,"O",332160,"Solibacterales",Oct 2023
"1657","eICh24_13",0.12,8,1,"O",649776,"Synergistales",Oct 2023
"1658","eICh24_13",0.07,5,0,"O",203487,"Dictyoglomales",Oct 2023
"1659","eICh24_13",0.06,4,0,"O",191393,"Deferribacterales",Oct 2023
"1660","eICh24_13",0.07,5,0,"O",188710,"Thermodesulfobacteriales",Oct 2023
"1661","eICh24_13",0.01,1,0,"O",1783344,"Endomicrobiales",Oct 2023
"1662","eICh24_13",0.01,1,0,"O",641854,"Elusimicrobiales",Oct 2023
"1663","eICh24_13",0.01,1,0,"O",693072,"Caldisericales",Oct 2023
"1664","eICh24_13",0.01,1,0,"O",189769,"Chrysiogenales",Oct 2023
"1665","eICh24_14",6.78,517,1,"O",91347,"Enterobacterales",Apr 2024
"1666","eICh24_14",2.5,191,1,"O",72274,"Pseudomonadales",Apr 2024
"1667","eICh24_14",1.56,119,1,"O",135622,"Alteromonadales",Apr 2024
"1668","eICh24_14",1.02,78,1,"O",135625,"Pasteurellales",Apr 2024
"1669","eICh24_14",1.01,77,1,"O",135614,"Xanthomonadales",Apr 2024
"1670","eICh24_14",0.76,58,1,"O",135623,"Vibrionales",Apr 2024
"1671","eICh24_14",0.73,56,1,"O",135619,"Oceanospirillales",Apr 2024
"1672","eICh24_14",0.71,54,1,"O",72273,"Thiotrichales",Apr 2024
"1673","eICh24_14",0.68,52,1,"O",135613,"Chromatiales",Apr 2024
"1674","eICh24_14",0.41,31,1,"O",118969,"Legionellales",Apr 2024
"1675","eICh24_14",0.31,24,1,"O",135624,"Aeromonadales",Apr 2024
"1676","eICh24_14",0.21,16,1,"O",1706369,"Cellvibrionales",Apr 2024
"1677","eICh24_14",0.17,13,1,"O",135618,"Methylococcales",Apr 2024
"1678","eICh24_14",0.05,4,1,"O",1240482,"Orbales",Apr 2024
"1679","eICh24_14",0.05,4,1,"O",1775403,"Nevskiales",Apr 2024
"1680","eICh24_14",0.04,3,0,"O",135615,"Cardiobacteriales",Apr 2024
"1681","eICh24_14",3.09,236,1,"O",356,"Rhizobiales",Apr 2024
"1682","eICh24_14",1.31,100,1,"O",766,"Rickettsiales",Apr 2024
"1683","eICh24_14",0.97,74,1,"O",204455,"Rhodobacterales",Apr 2024
"1684","eICh24_14",0.93,71,1,"O",204457,"Sphingomonadales",Apr 2024
"1685","eICh24_14",0.92,70,1,"O",204441,"Rhodospirillales",Apr 2024
"1686","eICh24_14",0.3,23,1,"O",204458,"Caulobacterales",Apr 2024
"1687","eICh24_14",0.1,8,1,"O",54526,"Pelagibacterales",Apr 2024
"1688","eICh24_14",0.04,3,0,"O",255473,"Parvularculales",Apr 2024
"1689","eICh24_14",0.04,3,0,"O",1191478,"Magnetococcales",Apr 2024
"1690","eICh24_14",4.13,315,1,"O",80840,"Burkholderiales",Apr 2024
"1691","eICh24_14",0.59,45,1,"O",206351,"Neisseriales",Apr 2024
"1692","eICh24_14",0.3,23,1,"O",206389,"Rhodocyclales",Apr 2024
"1693","eICh24_14",0.2,15,1,"O",32003,"Nitrosomonadales",Apr 2024
"1694","eICh24_14",0.07,5,1,"O",119069,"Hydrogenophilales",Apr 2024
"1695","eICh24_14",2.15,164,1,"O",213849,"Campylobacterales",Apr 2024
"1696","eICh24_14",0.03,2,0,"O",235899,"Nautiliales",Apr 2024
"1697","eICh24_14",0.52,40,1,"O",29,"Myxococcales",Apr 2024
"1698","eICh24_14",0.47,36,1,"O",213115,"Desulfovibrionales",Apr 2024
"1699","eICh24_14",0.37,28,1,"O",69541,"Desulfuromonadales",Apr 2024
"1700","eICh24_14",0.26,20,1,"O",213118,"Desulfobacterales",Apr 2024
"1701","eICh24_14",0.16,12,1,"O",213481,"Bdellovibrionales",Apr 2024
"1702","eICh24_14",0.13,10,1,"O",213462,"Syntrophobacterales",Apr 2024
"1703","eICh24_14",0.08,6,1,"O",213113,"Desulfurellales",Apr 2024
"1704","eICh24_14",0.07,5,1,"O",453227,"Desulfarculales",Apr 2024
"1705","eICh24_14",0.14,11,1,"O",225057,"Acidithiobacillales",Apr 2024
"1706","eICh24_14",5.44,415,1,"O",1385,"Bacillales",Apr 2024
"1707","eICh24_14",4.75,362,1,"O",186826,"Lactobacillales",Apr 2024
"1708","eICh24_14",2.95,225,1,"O",186802,"Clostridiales",Apr 2024
"1709","eICh24_14",0.77,59,1,"O",68295,"Thermoanaerobacterales",Apr 2024
"1710","eICh24_14",0.2,15,1,"O",53433,"Halanaerobiales",Apr 2024
"1711","eICh24_14",0.05,4,0,"O",485256,"Natranaerobiales",Apr 2024
"1712","eICh24_14",0.2,15,1,"O",909929,"Selenomonadales",Apr 2024
"1713","eICh24_14",0.13,10,1,"O",1843489,"Veillonellales",Apr 2024
"1714","eICh24_14",0.09,7,1,"O",1843488,"Acidaminococcales",Apr 2024
"1715","eICh24_14",0.16,12,1,"O",1737405,"Tissierellales",Apr 2024
"1716","eICh24_14",0.14,11,1,"O",526525,"Erysipelotrichales",Apr 2024
"1717","eICh24_14",0.03,2,1,"O",1676649,"Limnochordales",Apr 2024
"1718","eICh24_14",3.08,235,1,"O",85007,"Corynebacteriales",Apr 2024
"1719","eICh24_14",1.74,133,1,"O",85006,"Micrococcales",Apr 2024
"1720","eICh24_14",0.93,71,1,"O",85004,"Bifidobacteriales",Apr 2024
"1721","eICh24_14",0.93,71,1,"O",85011,"Streptomycetales",Apr 2024
"1722","eICh24_14",0.58,44,1,"O",85010,"Pseudonocardiales",Apr 2024
"1723","eICh24_14",0.54,41,1,"O",85009,"Propionibacteriales",Apr 2024
"1724","eICh24_14",0.28,21,1,"O",85008,"Micromonosporales",Apr 2024
"1725","eICh24_14",0.24,18,1,"O",85012,"Streptosporangiales",Apr 2024
"1726","eICh24_14",0.2,15,1,"O",2037,"Actinomycetales",Apr 2024
"1727","eICh24_14",0.13,10,1,"O",1643682,"Geodermatophilales",Apr 2024
"1728","eICh24_14",0.12,9,1,"O",85013,"Frankiales",Apr 2024
"1729","eICh24_14",0.07,5,1,"O",85014,"Glycomycetales",Apr 2024
"1730","eICh24_14",0.07,5,1,"O",414714,"Catenulisporales",Apr 2024
"1731","eICh24_14",0.07,5,1,"O",622452,"Kineosporiales",Apr 2024
"1732","eICh24_14",0.07,5,1,"O",1643684,"Nakamurellales",Apr 2024
"1733","eICh24_14",0.05,4,0,"O",1643683,"Acidothermales",Apr 2024
"1734","eICh24_14",0.22,17,1,"O",1643822,"Eggerthellales",Apr 2024
"1735","eICh24_14",0.17,13,1,"O",84999,"Coriobacteriales",Apr 2024
"1736","eICh24_14",0.09,7,1,"O",84993,"Acidimicrobiales",Apr 2024
"1737","eICh24_14",0.08,6,1,"O",84996,"Rubrobacterales",Apr 2024
"1738","eICh24_14",0.07,5,1,"O",588673,"Solirubrobacterales",Apr 2024
"1739","eICh24_14",0.81,62,1,"O",1890424,"Synechococcales",Apr 2024
"1740","eICh24_14",0.33,25,1,"O",1150,"Oscillatoriales",Apr 2024
"1741","eICh24_14",0.28,21,1,"O",1118,"Chroococcales",Apr 2024
"1742","eICh24_14",0.31,24,1,"O",1161,"Nostocales",Apr 2024
"1743","eICh24_14",0.09,7,1,"O",307595,"Gloeobacterales",Apr 2024
"1744","eICh24_14",0.09,7,1,"O",52604,"Pleurocapsales",Apr 2024
"1745","eICh24_14",0.05,4,1,"O",1890505,"Chroococcidiopsidales",Apr 2024
"1746","eICh24_14",1.34,102,1,"O",2085,"Mycoplasmatales",Apr 2024
"1747","eICh24_14",0.38,29,1,"O",186328,"Entomoplasmatales",Apr 2024
"1748","eICh24_14",0.24,18,1,"O",186329,"Acholeplasmatales",Apr 2024
"1749","eICh24_14",0.21,16,1,"O",1202465,"Dehalococcoidales",Apr 2024
"1750","eICh24_14",0.17,13,1,"O",32064,"Chloroflexales",Apr 2024
"1751","eICh24_14",0.05,4,1,"O",85001,"Sphaerobacterales",Apr 2024
"1752","eICh24_14",0.04,3,0,"O",189776,"Thermomicrobiales",Apr 2024
"1753","eICh24_14",0.08,6,1,"O",292629,"Anaerolineales",Apr 2024
"1754","eICh24_14",0.04,3,1,"O",475963,"Caldilineales",Apr 2024
"1755","eICh24_14",0.33,25,1,"O",118964,"Deinococcales",Apr 2024
"1756","eICh24_14",0.3,23,1,"O",68933,"Thermales",Apr 2024
"1757","eICh24_14",0.05,4,1,"O",1663425,"Fimbriimonadales",Apr 2024
"1758","eICh24_14",1.56,119,1,"O",200644,"Flavobacteriales",Apr 2024
"1759","eICh24_14",0.94,72,1,"O",171549,"Bacteroidales",Apr 2024
"1760","eICh24_14",0.71,54,1,"O",768507,"Cytophagales",Apr 2024
"1761","eICh24_14",0.21,16,1,"O",200666,"Sphingobacteriales",Apr 2024
"1762","eICh24_14",0.21,16,1,"O",1853229,"Chitinophagales",Apr 2024
"1763","eICh24_14",0.33,25,1,"O",191411,"Chlorobiales",Apr 2024
"1764","eICh24_14",0.08,6,1,"O",795748,"Ignavibacteriales",Apr 2024
"1765","eICh24_14",0.07,5,1,"O",219686,"Gemmatimonadales",Apr 2024
"1766","eICh24_14",0.04,3,0,"O",218872,"Fibrobacterales",Apr 2024
"1767","eICh24_14",0.94,72,1,"O",136,"Spirochaetales",Apr 2024
"1768","eICh24_14",0.16,12,0,"O",1643686,"Brachyspirales",Apr 2024
"1769","eICh24_14",0.66,50,1,"O",51291,"Chlamydiales",Apr 2024
"1770","eICh24_14",0.09,7,1,"O",415000,"Opitutales",Apr 2024
"1771","eICh24_14",0.07,5,1,"O",415001,"Puniceicoccales",Apr 2024
"1772","eICh24_14",0.08,6,1,"O",48461,"Verrucomicrobiales",Apr 2024
"1773","eICh24_14",0.04,3,0,"O",717963,"Methylacidiphilales",Apr 2024
"1774","eICh24_14",0.24,18,1,"O",112,"Planctomycetales",Apr 2024
"1775","eICh24_14",0.05,4,1,"O",666506,"Phycisphaerales",Apr 2024
"1776","eICh24_14",0.39,30,1,"O",2419,"Thermotogales",Apr 2024
"1777","eICh24_14",0.09,7,1,"O",1643946,"Kosmotogales",Apr 2024
"1778","eICh24_14",0.09,7,1,"O",1643947,"Petrotogales",Apr 2024
"1779","eICh24_14",0.39,30,1,"O",203491,"Fusobacteriales",Apr 2024
"1780","eICh24_14",0.25,19,0,"O",32069,"Aquificales",Apr 2024
"1781","eICh24_14",0.09,7,1,"O",1485951,"Desulfurobacteriales",Apr 2024
"1782","eICh24_14",0.2,15,1,"O",204433,"Acidobacteriales",Apr 2024
"1783","eICh24_14",0.05,4,1,"O",332160,"Solibacterales",Apr 2024
"1784","eICh24_14",0.17,13,1,"O",189778,"Nitrospirales",Apr 2024
"1785","eICh24_14",0.14,11,1,"O",649776,"Synergistales",Apr 2024
"1786","eICh24_14",0.12,9,1,"O",191393,"Deferribacterales",Apr 2024
"1787","eICh24_14",0.1,8,1,"O",188710,"Thermodesulfobacteriales",Apr 2024
"1788","eICh24_14",0.08,6,1,"O",203487,"Dictyoglomales",Apr 2024
"1789","eICh24_14",0.07,5,1,"O",189769,"Chrysiogenales",Apr 2024
"1790","eICh24_14",0.03,2,1,"O",641854,"Elusimicrobiales",Apr 2024
"1791","eICh24_14",0.01,1,0,"O",1783344,"Endomicrobiales",Apr 2024
"1792","eICh24_14",0.04,3,0,"O",693072,"Caldisericales",Apr 2024
"1793","eICh24_15",7.3,472,1,"O",91347,"Enterobacterales",Apr 2024
"1794","eICh24_15",2.88,186,1,"O",72274,"Pseudomonadales",Apr 2024
"1795","eICh24_15",1.58,102,1,"O",135622,"Alteromonadales",Apr 2024
"1796","eICh24_15",1.16,75,1,"O",135614,"Xanthomonadales",Apr 2024
"1797","eICh24_15",1.13,73,1,"O",135625,"Pasteurellales",Apr 2024
"1798","eICh24_15",0.85,55,1,"O",135623,"Vibrionales",Apr 2024
"1799","eICh24_15",0.77,50,1,"O",72273,"Thiotrichales",Apr 2024
"1800","eICh24_15",0.76,49,1,"O",135619,"Oceanospirillales",Apr 2024
"1801","eICh24_15",0.74,48,1,"O",135613,"Chromatiales",Apr 2024
"1802","eICh24_15",0.45,29,0,"O",118969,"Legionellales",Apr 2024
"1803","eICh24_15",0.37,24,1,"O",135624,"Aeromonadales",Apr 2024
"1804","eICh24_15",0.23,15,1,"O",1706369,"Cellvibrionales",Apr 2024
"1805","eICh24_15",0.19,12,1,"O",135618,"Methylococcales",Apr 2024
"1806","eICh24_15",0.06,4,1,"O",1240482,"Orbales",Apr 2024
"1807","eICh24_15",0.05,3,0,"O",1775403,"Nevskiales",Apr 2024
"1808","eICh24_15",0.02,1,0,"O",135615,"Cardiobacteriales",Apr 2024
"1809","eICh24_15",3.45,223,1,"O",356,"Rhizobiales",Apr 2024
"1810","eICh24_15",1.42,92,1,"O",766,"Rickettsiales",Apr 2024
"1811","eICh24_15",1.1,71,1,"O",204441,"Rhodospirillales",Apr 2024
"1812","eICh24_15",1.1,71,1,"O",204455,"Rhodobacterales",Apr 2024
"1813","eICh24_15",1.02,66,1,"O",204457,"Sphingomonadales",Apr 2024
"1814","eICh24_15",0.34,22,1,"O",204458,"Caulobacterales",Apr 2024
"1815","eICh24_15",0.08,5,0,"O",54526,"Pelagibacterales",Apr 2024
"1816","eICh24_15",0.03,2,0,"O",1191478,"Magnetococcales",Apr 2024
"1817","eICh24_15",0.02,1,0,"O",255473,"Parvularculales",Apr 2024
"1818","eICh24_15",4.67,302,1,"O",80840,"Burkholderiales",Apr 2024
"1819","eICh24_15",0.6,39,1,"O",206351,"Neisseriales",Apr 2024
"1820","eICh24_15",0.34,22,1,"O",206389,"Rhodocyclales",Apr 2024
"1821","eICh24_15",0.22,14,1,"O",32003,"Nitrosomonadales",Apr 2024
"1822","eICh24_15",0.05,3,0,"O",119069,"Hydrogenophilales",Apr 2024
"1823","eICh24_15",2.43,157,1,"O",213849,"Campylobacterales",Apr 2024
"1824","eICh24_15",0.02,1,0,"O",235899,"Nautiliales",Apr 2024
"1825","eICh24_15",0.6,39,1,"O",29,"Myxococcales",Apr 2024
"1826","eICh24_15",0.46,30,1,"O",213115,"Desulfovibrionales",Apr 2024
"1827","eICh24_15",0.42,27,1,"O",69541,"Desulfuromonadales",Apr 2024
"1828","eICh24_15",0.36,23,1,"O",213118,"Desulfobacterales",Apr 2024
"1829","eICh24_15",0.11,7,0,"O",213481,"Bdellovibrionales",Apr 2024
"1830","eICh24_15",0.09,6,1,"O",213462,"Syntrophobacterales",Apr 2024
"1831","eICh24_15",0.06,4,1,"O",453227,"Desulfarculales",Apr 2024
"1832","eICh24_15",0.05,3,0,"O",213113,"Desulfurellales",Apr 2024
"1833","eICh24_15",0.17,11,1,"O",225057,"Acidithiobacillales",Apr 2024
"1834","eICh24_15",6.03,390,1,"O",1385,"Bacillales",Apr 2024
"1835","eICh24_15",5.49,355,1,"O",186826,"Lactobacillales",Apr 2024
"1836","eICh24_15",2.95,191,1,"O",186802,"Clostridiales",Apr 2024
"1837","eICh24_15",0.8,52,1,"O",68295,"Thermoanaerobacterales",Apr 2024
"1838","eICh24_15",0.19,12,0,"O",53433,"Halanaerobiales",Apr 2024
"1839","eICh24_15",0.02,1,0,"O",485256,"Natranaerobiales",Apr 2024
"1840","eICh24_15",0.2,13,1,"O",909929,"Selenomonadales",Apr 2024
"1841","eICh24_15",0.11,7,1,"O",1843489,"Veillonellales",Apr 2024
"1842","eICh24_15",0.05,3,1,"O",1843488,"Acidaminococcales",Apr 2024
"1843","eICh24_15",0.15,10,0,"O",526525,"Erysipelotrichales",Apr 2024
"1844","eICh24_15",0.14,9,1,"O",1737405,"Tissierellales",Apr 2024
"1845","eICh24_15",0.02,1,0,"O",1676649,"Limnochordales",Apr 2024
"1846","eICh24_15",3.36,217,1,"O",85007,"Corynebacteriales",Apr 2024
"1847","eICh24_15",1.92,124,1,"O",85006,"Micrococcales",Apr 2024
"1848","eICh24_15",1.08,70,1,"O",85011,"Streptomycetales",Apr 2024
"1849","eICh24_15",1.02,66,1,"O",85004,"Bifidobacteriales",Apr 2024
"1850","eICh24_15",0.62,40,1,"O",85010,"Pseudonocardiales",Apr 2024
"1851","eICh24_15",0.6,39,1,"O",85009,"Propionibacteriales",Apr 2024
"1852","eICh24_15",0.31,20,1,"O",85008,"Micromonosporales",Apr 2024
"1853","eICh24_15",0.25,16,1,"O",85012,"Streptosporangiales",Apr 2024
"1854","eICh24_15",0.2,13,0,"O",2037,"Actinomycetales",Apr 2024
"1855","eICh24_15",0.14,9,1,"O",85013,"Frankiales",Apr 2024
"1856","eICh24_15",0.14,9,0,"O",1643682,"Geodermatophilales",Apr 2024
"1857","eICh24_15",0.08,5,1,"O",414714,"Catenulisporales",Apr 2024
"1858","eICh24_15",0.08,5,1,"O",622452,"Kineosporiales",Apr 2024
"1859","eICh24_15",0.06,4,0,"O",85014,"Glycomycetales",Apr 2024
"1860","eICh24_15",0.06,4,0,"O",1643684,"Nakamurellales",Apr 2024
"1861","eICh24_15",0.05,3,1,"O",1643683,"Acidothermales",Apr 2024
"1862","eICh24_15",0.22,14,1,"O",1643822,"Eggerthellales",Apr 2024
"1863","eICh24_15",0.14,9,1,"O",84999,"Coriobacteriales",Apr 2024
"1864","eICh24_15",0.12,8,1,"O",84993,"Acidimicrobiales",Apr 2024
"1865","eICh24_15",0.08,5,1,"O",84996,"Rubrobacterales",Apr 2024
"1866","eICh24_15",0.06,4,1,"O",588673,"Solirubrobacterales",Apr 2024
"1867","eICh24_15",1.45,94,1,"O",2085,"Mycoplasmatales",Apr 2024
"1868","eICh24_15",0.42,27,1,"O",186328,"Entomoplasmatales",Apr 2024
"1869","eICh24_15",0.28,18,1,"O",186329,"Acholeplasmatales",Apr 2024
"1870","eICh24_15",0.82,53,1,"O",1890424,"Synechococcales",Apr 2024
"1871","eICh24_15",0.31,20,1,"O",1150,"Oscillatoriales",Apr 2024
"1872","eICh24_15",0.28,18,1,"O",1118,"Chroococcales",Apr 2024
"1873","eICh24_15",0.32,21,1,"O",1161,"Nostocales",Apr 2024
"1874","eICh24_15",0.08,5,1,"O",307595,"Gloeobacterales",Apr 2024
"1875","eICh24_15",0.08,5,1,"O",52604,"Pleurocapsales",Apr 2024
"1876","eICh24_15",0.03,2,0,"O",1890505,"Chroococcidiopsidales",Apr 2024
"1877","eICh24_15",0.34,22,1,"O",118964,"Deinococcales",Apr 2024
"1878","eICh24_15",0.32,21,1,"O",68933,"Thermales",Apr 2024
"1879","eICh24_15",0.2,13,0,"O",1202465,"Dehalococcoidales",Apr 2024
"1880","eICh24_15",0.09,6,1,"O",32064,"Chloroflexales",Apr 2024
"1881","eICh24_15",0.03,2,0,"O",85001,"Sphaerobacterales",Apr 2024
"1882","eICh24_15",0.02,1,0,"O",189776,"Thermomicrobiales",Apr 2024
"1883","eICh24_15",0.05,3,0,"O",475963,"Caldilineales",Apr 2024
"1884","eICh24_15",0.03,2,0,"O",292629,"Anaerolineales",Apr 2024
"1885","eICh24_15",0.02,1,0,"O",1663425,"Fimbriimonadales",Apr 2024
"1886","eICh24_15",1.61,104,1,"O",200644,"Flavobacteriales",Apr 2024
"1887","eICh24_15",0.91,59,1,"O",171549,"Bacteroidales",Apr 2024
"1888","eICh24_15",0.62,40,1,"O",768507,"Cytophagales",Apr 2024
"1889","eICh24_15",0.19,12,1,"O",200666,"Sphingobacteriales",Apr 2024
"1890","eICh24_15",0.19,12,1,"O",1853229,"Chitinophagales",Apr 2024
"1891","eICh24_15",0.34,22,1,"O",191411,"Chlorobiales",Apr 2024
"1892","eICh24_15",0.06,4,1,"O",795748,"Ignavibacteriales",Apr 2024
"1893","eICh24_15",0.06,4,1,"O",219686,"Gemmatimonadales",Apr 2024
"1894","eICh24_15",0.03,2,0,"O",218872,"Fibrobacterales",Apr 2024
"1895","eICh24_15",0.91,59,1,"O",136,"Spirochaetales",Apr 2024
"1896","eICh24_15",0.19,12,0,"O",1643686,"Brachyspirales",Apr 2024
"1897","eICh24_15",0.53,34,0,"O",51291,"Chlamydiales",Apr 2024
"1898","eICh24_15",0.09,6,1,"O",415000,"Opitutales",Apr 2024
"1899","eICh24_15",0.05,3,1,"O",415001,"Puniceicoccales",Apr 2024
"1900","eICh24_15",0.08,5,1,"O",48461,"Verrucomicrobiales",Apr 2024
"1901","eICh24_15",0.03,2,0,"O",717963,"Methylacidiphilales",Apr 2024
"1902","eICh24_15",0.23,15,1,"O",112,"Planctomycetales",Apr 2024
"1903","eICh24_15",0.06,4,0,"O",666506,"Phycisphaerales",Apr 2024
"1904","eICh24_15",0.46,30,1,"O",2419,"Thermotogales",Apr 2024
"1905","eICh24_15",0.08,5,0,"O",1643946,"Kosmotogales",Apr 2024
"1906","eICh24_15",0.06,4,0,"O",1643947,"Petrotogales",Apr 2024
"1907","eICh24_15",0.43,28,1,"O",203491,"Fusobacteriales",Apr 2024
"1908","eICh24_15",0.23,15,1,"O",32069,"Aquificales",Apr 2024
"1909","eICh24_15",0.06,4,1,"O",1485951,"Desulfurobacteriales",Apr 2024
"1910","eICh24_15",0.15,10,1,"O",204433,"Acidobacteriales",Apr 2024
"1911","eICh24_15",0.03,2,0,"O",332160,"Solibacterales",Apr 2024
"1912","eICh24_15",0.19,12,1,"O",189778,"Nitrospirales",Apr 2024
"1913","eICh24_15",0.08,5,0,"O",188710,"Thermodesulfobacteriales",Apr 2024
"1914","eICh24_15",0.09,6,0,"O",649776,"Synergistales",Apr 2024
"1915","eICh24_15",0.06,4,0,"O",203487,"Dictyoglomales",Apr 2024
"1916","eICh24_15",0.06,4,0,"O",191393,"Deferribacterales",Apr 2024
"1917","eICh24_15",0.02,1,0,"O",1783344,"Endomicrobiales",Apr 2024
"1918","eICh24_15",0.02,1,0,"O",641854,"Elusimicrobiales",Apr 2024
"1919","eICh24_15",0.05,3,1,"O",189769,"Chrysiogenales",Apr 2024
"1920","eICh24_15",0.02,1,0,"O",693072,"Caldisericales",Apr 2024
"1921","eICh24_16",6.84,537,1,"O",91347,"Enterobacterales",Apr 2024
"1922","eICh24_16",2.42,190,1,"O",72274,"Pseudomonadales",Apr 2024
"1923","eICh24_16",1.44,113,1,"O",135622,"Alteromonadales",Apr 2024
"1924","eICh24_16",1.02,80,1,"O",135614,"Xanthomonadales",Apr 2024
"1925","eICh24_16",0.99,78,1,"O",135625,"Pasteurellales",Apr 2024
"1926","eICh24_16",0.75,59,1,"O",72273,"Thiotrichales",Apr 2024
"1927","eICh24_16",0.75,59,1,"O",135623,"Vibrionales",Apr 2024
"1928","eICh24_16",0.7,55,1,"O",135613,"Chromatiales",Apr 2024
"1929","eICh24_16",0.7,55,1,"O",135619,"Oceanospirillales",Apr 2024
"1930","eICh24_16",0.38,30,1,"O",118969,"Legionellales",Apr 2024
"1931","eICh24_16",0.31,24,1,"O",135624,"Aeromonadales",Apr 2024
"1932","eICh24_16",0.24,19,1,"O",1706369,"Cellvibrionales",Apr 2024
"1933","eICh24_16",0.17,13,1,"O",135618,"Methylococcales",Apr 2024
"1934","eICh24_16",0.08,6,1,"O",1240482,"Orbales",Apr 2024
"1935","eICh24_16",0.05,4,1,"O",1775403,"Nevskiales",Apr 2024
"1936","eICh24_16",0.04,3,1,"O",135615,"Cardiobacteriales",Apr 2024
"1937","eICh24_16",3.14,247,1,"O",356,"Rhizobiales",Apr 2024
"1938","eICh24_16",1.2,94,1,"O",766,"Rickettsiales",Apr 2024
"1939","eICh24_16",1.03,81,1,"O",204455,"Rhodobacterales",Apr 2024
"1940","eICh24_16",0.94,74,1,"O",204457,"Sphingomonadales",Apr 2024
"1941","eICh24_16",0.9,71,1,"O",204441,"Rhodospirillales",Apr 2024
"1942","eICh24_16",0.28,22,1,"O",204458,"Caulobacterales",Apr 2024
"1943","eICh24_16",0.09,7,1,"O",54526,"Pelagibacterales",Apr 2024
"1944","eICh24_16",0.06,5,1,"O",255473,"Parvularculales",Apr 2024
"1945","eICh24_16",0.05,4,1,"O",1191478,"Magnetococcales",Apr 2024
"1946","eICh24_16",3.99,313,1,"O",80840,"Burkholderiales",Apr 2024
"1947","eICh24_16",0.53,42,1,"O",206351,"Neisseriales",Apr 2024
"1948","eICh24_16",0.31,24,1,"O",206389,"Rhodocyclales",Apr 2024
"1949","eICh24_16",0.2,16,1,"O",32003,"Nitrosomonadales",Apr 2024
"1950","eICh24_16",0.06,5,1,"O",119069,"Hydrogenophilales",Apr 2024
"1951","eICh24_16",2.22,174,1,"O",213849,"Campylobacterales",Apr 2024
"1952","eICh24_16",0.03,2,0,"O",235899,"Nautiliales",Apr 2024
"1953","eICh24_16",0.56,44,1,"O",29,"Myxococcales",Apr 2024
"1954","eICh24_16",0.43,34,1,"O",213115,"Desulfovibrionales",Apr 2024
"1955","eICh24_16",0.39,31,1,"O",69541,"Desulfuromonadales",Apr 2024
"1956","eICh24_16",0.33,26,1,"O",213118,"Desulfobacterales",Apr 2024
"1957","eICh24_16",0.15,12,1,"O",213462,"Syntrophobacterales",Apr 2024
"1958","eICh24_16",0.13,10,1,"O",213481,"Bdellovibrionales",Apr 2024
"1959","eICh24_16",0.06,5,0,"O",213113,"Desulfurellales",Apr 2024
"1960","eICh24_16",0.06,5,1,"O",453227,"Desulfarculales",Apr 2024
"1961","eICh24_16",0.14,11,1,"O",225057,"Acidithiobacillales",Apr 2024
"1962","eICh24_16",5.28,415,1,"O",1385,"Bacillales",Apr 2024
"1963","eICh24_16",4.55,357,1,"O",186826,"Lactobacillales",Apr 2024
"1964","eICh24_16",2.83,222,1,"O",186802,"Clostridiales",Apr 2024
"1965","eICh24_16",0.75,59,1,"O",68295,"Thermoanaerobacterales",Apr 2024
"1966","eICh24_16",0.19,15,1,"O",53433,"Halanaerobiales",Apr 2024
"1967","eICh24_16",0.04,3,0,"O",485256,"Natranaerobiales",Apr 2024
"1968","eICh24_16",0.19,15,1,"O",909929,"Selenomonadales",Apr 2024
"1969","eICh24_16",0.13,10,1,"O",1843489,"Veillonellales",Apr 2024
"1970","eICh24_16",0.08,6,0,"O",1843488,"Acidaminococcales",Apr 2024
"1971","eICh24_16",0.15,12,1,"O",1737405,"Tissierellales",Apr 2024
"1972","eICh24_16",0.13,10,1,"O",526525,"Erysipelotrichales",Apr 2024
"1973","eICh24_16",0.05,4,1,"O",1676649,"Limnochordales",Apr 2024
"1974","eICh24_16",2.99,235,1,"O",85007,"Corynebacteriales",Apr 2024
"1975","eICh24_16",1.72,135,1,"O",85006,"Micrococcales",Apr 2024
"1976","eICh24_16",0.93,73,1,"O",85011,"Streptomycetales",Apr 2024
"1977","eICh24_16",0.89,70,1,"O",85004,"Bifidobacteriales",Apr 2024
"1978","eICh24_16",0.56,44,1,"O",85010,"Pseudonocardiales",Apr 2024
"1979","eICh24_16",0.51,40,1,"O",85009,"Propionibacteriales",Apr 2024
"1980","eICh24_16",0.27,21,1,"O",85008,"Micromonosporales",Apr 2024
"1981","eICh24_16",0.23,18,1,"O",85012,"Streptosporangiales",Apr 2024
"1982","eICh24_16",0.2,16,1,"O",2037,"Actinomycetales",Apr 2024
"1983","eICh24_16",0.13,10,1,"O",1643682,"Geodermatophilales",Apr 2024
"1984","eICh24_16",0.11,9,1,"O",85013,"Frankiales",Apr 2024
"1985","eICh24_16",0.06,5,1,"O",85014,"Glycomycetales",Apr 2024
